action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,7954486,[],CHEMBL1925822,Antagonist activity at human GIP receptor assessed as inhibition of cAMP production,F,,,BAO_0000190,BAO_0000019,assay format,CCCCC[C@@H](Cc1ccc(C(=O)NCCC(=O)O)cc1)C(=O)c1cc2cc(Cl)ccc2n1-c1cccc(C(F)(F)F)c1,,,CHEMBL1921704,Bioorg Med Chem Lett,2011,,CHEMBL1922933,,CHEMBL1922933,5.85,0,http://www.openphacts.org/units/Nanomolar,1561970,=,1,1,=,,IC50,nM,,1400.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1400.0
,,7954746,[],CHEMBL1924544,Inhibition of human GIP receptor by cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,CCCOc1cc(C(F)(F)F)cc2c1n(C)/c(=N/c1ccc(OC(F)(F)F)cc1)n2Cc1ccc(C(=O)Nc2nnn[nH]2)cc1,,,CHEMBL1921761,Bioorg Med Chem Lett,2011,,CHEMBL1922834,,CHEMBL1922834,6.43,0,http://www.openphacts.org/units/Nanomolar,1561870,=,1,1,=,,IC50,nM,,370.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,370.0
,,7954747,[],CHEMBL1924544,Inhibition of human GIP receptor by cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,CCCOc1cc(Cl)cc2c1n(C)/c(=N/c1ccc(OC(F)(F)F)cc1)n2Cc1ccc(C(=O)Nc2nnn[nH]2)cc1,,,CHEMBL1921761,Bioorg Med Chem Lett,2011,,CHEMBL1922835,,CHEMBL1922835,6.29,0,http://www.openphacts.org/units/Nanomolar,1561871,=,1,1,=,,IC50,nM,,510.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,510.0
,,7954748,[],CHEMBL1924544,Inhibition of human GIP receptor by cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,CCCOc1cc(C(F)(F)F)cc2c1n(C)/c(=N/c1ccc(C(C)(C)C)cc1)n2Cc1ccc(C(=O)Nc2nnn[nH]2)cc1,,,CHEMBL1921761,Bioorg Med Chem Lett,2011,,CHEMBL1922839,,CHEMBL1922839,6.54,0,http://www.openphacts.org/units/Nanomolar,1561875,=,1,1,=,,IC50,nM,,290.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,290.0
,,7954749,[],CHEMBL1924544,Inhibition of human GIP receptor by cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,CCCOc1cc(C(F)(F)F)cc2c1n(C)/c(=N/c1ccc(C(F)(F)F)cc1)n2Cc1ccc(C(=O)Nc2nnn[nH]2)cc1,,,CHEMBL1921761,Bioorg Med Chem Lett,2011,,CHEMBL1922840,,CHEMBL1922840,5.82,0,http://www.openphacts.org/units/Nanomolar,1561876,=,1,1,=,,IC50,nM,,1500.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1500.0
,,7954750,[],CHEMBL1924544,Inhibition of human GIP receptor by cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,CCCOc1cc(C(F)(F)F)cc2c1n(C)/c(=N/c1cccc(OC(F)(F)F)c1)n2Cc1ccc(C(=O)Nc2nnn[nH]2)cc1,,,CHEMBL1921761,Bioorg Med Chem Lett,2011,,CHEMBL1922841,,CHEMBL1922841,5.80,0,http://www.openphacts.org/units/Nanomolar,1561877,=,1,1,=,,IC50,nM,,1600.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1600.0
,,7954751,[],CHEMBL1924544,Inhibition of human GIP receptor by cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,CCCOc1cc(C(F)(F)F)cc2c1n(C)/c(=N/c1cccc(C(F)(F)F)c1)n2Cc1ccc(C(=O)Nc2nnn[nH]2)cc1,,,CHEMBL1921761,Bioorg Med Chem Lett,2011,,CHEMBL1922842,,CHEMBL1922842,5.96,0,http://www.openphacts.org/units/Nanomolar,1561878,=,1,1,=,,IC50,nM,,1100.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1100.0
,,7986322,[],CHEMBL1937454,Displacement of [125I]GIP from human GIPR,B,,,BAO_0000192,BAO_0000357,single protein format,CCCC(Oc1cnn(-c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(=O)NCCC(=O)O)cc1,,,CHEMBL1933020,Bioorg Med Chem Lett,2012,"{'bei': '11.33', 'le': '0.22', 'lle': '0.37', 'sei': '5.77'}",CHEMBL1933360,,CHEMBL1933360,5.39,0,http://www.openphacts.org/units/Nanomolar,1567140,=,1,1,=,,Ki,nM,,4080.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Ki,uM,UO_0000065,,4.08
,,7986323,[],CHEMBL1937454,Displacement of [125I]GIP from human GIPR,B,,,BAO_0000192,BAO_0000357,single protein format,CCCC(Oc1cnn(-c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(=O)NCCC(=O)O)cc1,,,CHEMBL1933020,Bioorg Med Chem Lett,2012,"{'bei': '12.68', 'le': '0.24', 'lle': '1.01', 'sei': '6.45'}",CHEMBL1933360,,CHEMBL1933360,6.03,0,http://www.openphacts.org/units/Nanomolar,1567141,=,1,1,=,,Ki,nM,,939.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Ki,uM,UO_0000065,,0.939
,Not Determined,7986324,[],CHEMBL1937454,Displacement of [125I]GIP from human GIPR,B,,,BAO_0000192,BAO_0000357,single protein format,CCCC(Nc1cnn(-c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(=O)NCCC(=O)O)cc1,,,CHEMBL1933020,Bioorg Med Chem Lett,2012,,CHEMBL1933363,,CHEMBL1933363,,0,,1567142,,1,0,,,Ki,,,,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Ki,,,,
,,7986325,[],CHEMBL1937454,Displacement of [125I]GIP from human GIPR,B,,,BAO_0000192,BAO_0000357,single protein format,CCCC(Nc1cnn(-c2ccc(C(F)(F)F)cc2)c1)c1ccc(C(=O)NCCC(=O)O)cc1,,,CHEMBL1933020,Bioorg Med Chem Lett,2012,"{'bei': '12.03', 'le': '0.23', 'lle': '0.66', 'sei': '5.93'}",CHEMBL1933363,,CHEMBL1933363,5.71,0,http://www.openphacts.org/units/Nanomolar,1567143,=,1,1,=,,Ki,nM,,1950.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Ki,uM,UO_0000065,,1.95
,,7986326,[],CHEMBL1937454,Displacement of [125I]GIP from human GIPR,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(O)CCNC(=O)c1ccc(C(CCC(F)(F)F)Nc2cnn(-c3ccc(C(F)(F)F)cc3)c2)cc1,,,CHEMBL1933020,Bioorg Med Chem Lett,2012,"{'bei': '12.34', 'le': '0.24', 'lle': '0.93', 'sei': '6.78'}",CHEMBL1933364,,CHEMBL1933364,6.52,0,http://www.openphacts.org/units/Nanomolar,1567144,=,1,1,=,,Ki,nM,,300.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Ki,uM,UO_0000065,,0.3
,,7986327,[],CHEMBL1937454,Displacement of [125I]GIP from human GIPR,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(O)CCNC(=O)c1ccc(C(CCC(F)(F)F)Nc2cnn(-c3ccc(C(F)(F)F)cc3)c2)cc1,,,CHEMBL1933020,Bioorg Med Chem Lett,2012,"{'bei': '10.25', 'le': '0.20', 'lle': '-0.17', 'sei': '5.63'}",CHEMBL1933364,,CHEMBL1933364,5.42,0,http://www.openphacts.org/units/Nanomolar,1567145,=,1,1,=,,Ki,nM,,3840.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Ki,uM,UO_0000065,,3.84
,,7986328,[],CHEMBL1937454,Displacement of [125I]GIP from human GIPR,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(O)CCNC(=O)c1ccc(C(Nc2cnn(-c3ccc(C(F)(F)F)cc3)c2)C2CCCC2)cc1,,,CHEMBL1933020,Bioorg Med Chem Lett,2012,"{'bei': '12.05', 'le': '0.23', 'lle': '0.59', 'sei': '6.27'}",CHEMBL1933365,,CHEMBL1933365,6.03,0,http://www.openphacts.org/units/Nanomolar,1567147,=,1,1,=,,Ki,nM,,927.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Ki,uM,UO_0000065,,0.927
,,7986329,[],CHEMBL1937454,Displacement of [125I]GIP from human GIPR,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(O)CCNC(=O)c1ccc(C(Nc2cnn(-c3ccc(C(F)(F)F)cc3)c2)C2CCCC2)cc1,,,CHEMBL1933020,Bioorg Med Chem Lett,2012,"{'bei': '13.62', 'le': '0.26', 'lle': '1.38', 'sei': '7.08'}",CHEMBL1933365,,CHEMBL1933365,6.82,0,http://www.openphacts.org/units/Nanomolar,1567146,=,1,1,=,,Ki,nM,,152.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Ki,uM,UO_0000065,,0.152
,Active,12075614,[],CHEMBL2161796,Agonist activity at human GIP receptor expressed in HEK293 cells assessed as stimulation of cAMP levels incubated for 6 hrs by multiple response element/cAMP response element (MRE/CRE)-driven reporter gene assay,F,,,BAO_0000375,BAO_0000219,cell-based format,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)C(C)C)[C@@H](C)CC,,,CHEMBL2157924,J Med Chem,2012,,CHEMBL2158309,,CHEMBL2158309,,0,,1733238,,1,0,,,Activity,,,,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Activity,,,,
,Not Active,12076507,[],CHEMBL2161796,Agonist activity at human GIP receptor expressed in HEK293 cells assessed as stimulation of cAMP levels incubated for 6 hrs by multiple response element/cAMP response element (MRE/CRE)-driven reporter gene assay,F,,,BAO_0000375,BAO_0000219,cell-based format,COc1cc([C@H]2[C@](NC(=O)c3ccc(NC(=O)OC(C)(C)C)cc3)(C(=O)O)[C@@H](c3ccc(OC(=O)c4cccs4)c(OC)c3)[C@]2(NC(=O)c2ccc(NC(=O)OC(C)(C)C)cc2)C(=O)O)ccc1OC(=O)c1cccs1,,,CHEMBL2157924,J Med Chem,2012,,CHEMBL2158411,,CHEMBL2158411,,0,,1733353,,1,0,,,Activity,,,,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,Activity,,,,
,,12077413,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc(OC(F)(F)F)cc2)cc1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL1644183,,CHEMBL1644183,5.20,0,http://www.openphacts.org/units/Nanomolar,1734424,=,1,1,=,,IC50,nM,,6277.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,6277.0
,,12077414,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCOc1ccc(-c2cc(-c3cc(Cl)cc(Cl)c3)nn2Cc2ccc(C(=O)NCCC(=O)O)cc2)cc1Cl,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159327,,CHEMBL2159327,5.47,0,http://www.openphacts.org/units/Nanomolar,1734427,=,1,1,=,,IC50,nM,,3370.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,3370.0
,,12077415,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc3ccccc3c2)cc1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159328,,CHEMBL2159328,5.36,0,http://www.openphacts.org/units/Nanomolar,1734428,=,1,1,=,,IC50,nM,,4337.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,4337.0
,,12077416,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc3c(OC(F)(F)F)cccc3c2)cc1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159330,,CHEMBL2159330,5.70,0,http://www.openphacts.org/units/Nanomolar,1734430,=,1,1,=,,IC50,nM,,1984.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1984.0
,,12077417,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc3cc(OC(F)(F)F)ccc3c2)cc1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159331,,CHEMBL2159331,6.15,0,http://www.openphacts.org/units/Nanomolar,1734431,=,1,1,=,,IC50,nM,,711.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,711.0
,,12077418,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCOc1ccc(-c2cc(-c3cc(Cl)cc(Cl)c3)nn2C(C)c2ccc(C(=O)NCCC(=O)O)cc2)cc1Cl,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159335,,CHEMBL2159335,6.32,0,http://www.openphacts.org/units/Nanomolar,1734435,=,1,1,=,,IC50,nM,,478.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,478.0
,,12077419,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL1933349,MK-0893,CHEMBL1933349,5.99,0,http://www.openphacts.org/units/Nanomolar,1734436,=,1,1,=,,IC50,nM,,1019.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1019.0
,,12077420,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](c1ccc(C(=O)NCCC(=O)O)cc1)n1nc(-c2cc(Cl)cc(Cl)c2)cc1-c1ccc2cc(OC(F)(F)F)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159337,,CHEMBL2159337,6.51,0,http://www.openphacts.org/units/Nanomolar,1734438,=,1,1,=,,IC50,nM,,307.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,307.0
,,12077421,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](c1ccc(C(=O)NCCC(=O)O)cc1)n1nc(-c2cc(Cl)cc(Cl)c2)cc1-c1ccc2cc(OC(F)(F)F)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159338,,CHEMBL2159338,5.95,0,http://www.openphacts.org/units/Nanomolar,1734439,=,1,1,=,,IC50,nM,,1134.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1134.0
,,12077422,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](c1ccc(C(=O)NCCC(=O)O)cc1)n1nc(-c2cc(Cl)cc(Cl)c2)cc1-c1ccc2cc(C(F)(F)F)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159339,,CHEMBL2159339,6.42,0,http://www.openphacts.org/units/Nanomolar,1734440,=,1,1,=,,IC50,nM,,378.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,378.0
,,12077423,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](c1ccc(C(=O)NCCC(=O)O)cc1)n1nc(-c2cc(Cl)cc(Cl)c2)cc1-c1ccc2cc(Cl)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159340,,CHEMBL2159340,6.10,0,http://www.openphacts.org/units/Nanomolar,1734441,=,1,1,=,,IC50,nM,,795.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,795.0
,,12077424,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159341,,CHEMBL2159341,6.12,0,http://www.openphacts.org/units/Nanomolar,1734442,=,1,1,=,,IC50,nM,,753.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,753.0
,,12077425,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159342,,CHEMBL2159342,6.37,0,http://www.openphacts.org/units/Nanomolar,1734443,=,1,1,=,,IC50,nM,,431.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,431.0
,,12077426,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159343,,CHEMBL2159343,6.05,0,http://www.openphacts.org/units/Nanomolar,1734444,=,1,1,=,,IC50,nM,,885.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,885.0
,,12077427,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2cc(-c3cc(-c4cc(Cl)ccc4Cl)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159347,,CHEMBL2159347,5.73,0,http://www.openphacts.org/units/Nanomolar,1734448,=,1,1,=,,IC50,nM,,1844.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1844.0
,,12077428,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2cc(-c3cc(-c4ccc(Cl)c(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159348,,CHEMBL2159348,5.62,0,http://www.openphacts.org/units/Nanomolar,1734449,=,1,1,=,,IC50,nM,,2419.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,2419.0
,,12077429,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2cc(-c3cc(-c4cc(Cl)cc(C(F)(F)F)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159349,,CHEMBL2159349,5.87,0,http://www.openphacts.org/units/Nanomolar,1734450,=,1,1,=,,IC50,nM,,1336.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1336.0
,,12077430,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(Cl)cc(-c2cc(-c3ccc4cc(OC)ccc4c3)n([C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)n2)c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159350,,CHEMBL2159350,5.30,0,http://www.openphacts.org/units/Nanomolar,1734451,=,1,1,=,,IC50,nM,,4996.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,4996.0
,,12077431,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,CCCOc1cc(Cl)cc(-c2cc(-c3ccc4cc(OC)ccc4c3)n([C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)n2)c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159351,,CHEMBL2159351,5.69,0,http://www.openphacts.org/units/Nanomolar,1734452,=,1,1,=,,IC50,nM,,2056.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,2056.0
,,12077432,[],CHEMBL2160603,Antagonist activity at human GIPR expressed in CHO cells assessed as inhibition of glucagon-induced cAMP accumulation preincubated for 30 mins prior to glucagon challenge measured after 30 mins post glucagon challenge by liquid scintillation counter,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2cc(-c3cc(-c4cc(C(F)(F)F)ccc4C)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,,,CHEMBL2157898,J Med Chem,2012,,CHEMBL2159352,,CHEMBL2159352,5.77,0,http://www.openphacts.org/units/Nanomolar,1734453,=,1,1,=,,IC50,nM,,1684.0,CHEMBL4383,Homo sapiens,Gastric inhibitory polypeptide receptor,9606,,,IC50,nM,UO_0000065,,1684.0
