action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1614279,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1cc(Cl)cc(Cl)c1)C(=O)N2Cc1ccc(C(=O)NCCC(=O)O)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL199013,,CHEMBL199013,7.37,0,http://www.openphacts.org/units/Nanomolar,404028,=,1,1,=,,IC50,nM,,43.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,43.0
,,1614280,[],CHEMBL856252,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1cc(Cl)cc(Cl)c1)C(=O)N2Cc1ccc(C(=O)NCCC(=O)O)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL199013,,CHEMBL199013,6.37,0,http://www.openphacts.org/units/Nanomolar,404028,=,1,1,=,,IC50,nM,,423.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,423.0
,,1614287,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL197340,,CHEMBL197340,6.75,0,http://www.openphacts.org/units/Nanomolar,404029,=,1,1,=,,IC50,nM,,178.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,178.0
,,1614288,[],CHEMBL856252,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL197340,,CHEMBL197340,6.21,0,http://www.openphacts.org/units/Nanomolar,404029,=,1,1,=,,IC50,nM,,611.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,611.0
,,1614289,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(C(F)(F)F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL197850,,CHEMBL197850,6.87,0,http://www.openphacts.org/units/Nanomolar,404030,=,1,1,=,,IC50,nM,,135.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,135.0
,,1614290,[],CHEMBL856252,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(C(F)(F)F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL197850,,CHEMBL197850,6.95,0,http://www.openphacts.org/units/Nanomolar,404030,=,1,1,=,,IC50,nM,,113.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,113.0
,,1614291,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(N2CC3(CCC(C(C)(C)C)CC3)N(Cc3ccc(C(=O)Nc4nn[nH]n4)cc3)C2=O)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL364288,,CHEMBL364288,6.37,0,http://www.openphacts.org/units/Nanomolar,404031,=,1,1,=,,IC50,nM,,427.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,427.0
,Not Determined,1614292,[],CHEMBL873547,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells; nd = not determined,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(N2CC3(CCC(C(C)(C)C)CC3)N(Cc3ccc(C(=O)Nc4nn[nH]n4)cc3)C2=O)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL364288,,CHEMBL364288,,0,http://www.openphacts.org/units/Nanomolar,404031,,1,0,,,IC50,nM,,,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,
,,1614293,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(Br)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL198214,,CHEMBL198214,6.81,0,http://www.openphacts.org/units/Nanomolar,404032,=,1,1,=,,IC50,nM,,156.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,156.0
,,1614294,[],CHEMBL856252,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(Br)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL198214,,CHEMBL198214,6.18,0,http://www.openphacts.org/units/Nanomolar,404032,=,1,1,=,,IC50,nM,,655.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,655.0
,,1614295,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(c1ccc(Br)cc1)N1CC2(CCC(C(C)(C)C)CC2)N(Cc2ccc(C(=O)Nc3nn[nH]n3)cc2)C1=O,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL196844,,CHEMBL196844,7.52,0,http://www.openphacts.org/units/Nanomolar,404033,=,1,1,=,,IC50,nM,,30.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,30.0
,,1614296,[],CHEMBL856252,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(c1ccc(Br)cc1)N1CC2(CCC(C(C)(C)C)CC2)N(Cc2ccc(C(=O)Nc3nn[nH]n3)cc2)C1=O,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL196844,,CHEMBL196844,6.79,0,http://www.openphacts.org/units/Nanomolar,404033,=,1,1,=,,IC50,nM,,164.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,164.0
,,1614297,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(S(C)(=O)=O)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL383370,,CHEMBL383370,6.39,0,http://www.openphacts.org/units/Nanomolar,404034,=,1,1,=,,IC50,nM,,407.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,407.0
,Not Determined,1614298,[],CHEMBL873547,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells; nd = not determined,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(S(C)(=O)=O)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL383370,,CHEMBL383370,,0,http://www.openphacts.org/units/Nanomolar,404034,,1,0,,,IC50,nM,,,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,
,,1614301,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1cccc(OC(F)(F)F)c1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL383135,,CHEMBL383135,7.48,0,http://www.openphacts.org/units/Nanomolar,404036,=,1,1,=,,IC50,nM,,33.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,33.0
,,1614302,[],CHEMBL856252,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1cccc(OC(F)(F)F)c1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL383135,,CHEMBL383135,6.63,0,http://www.openphacts.org/units/Nanomolar,404036,=,1,1,=,,IC50,nM,,234.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,234.0
,,1614303,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1cccc(OC(F)(F)F)c1)C(=O)N2Cc1ccc(C(=O)NCCC(=O)O)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL196560,,CHEMBL196560,7.22,0,http://www.openphacts.org/units/Nanomolar,404037,=,1,1,=,,IC50,nM,,60.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,60.0
,,1614304,[],CHEMBL856252,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1cccc(OC(F)(F)F)c1)C(=O)N2Cc1ccc(C(=O)NCCC(=O)O)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL196560,,CHEMBL196560,6.29,0,http://www.openphacts.org/units/Nanomolar,404037,=,1,1,=,,IC50,nM,,515.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,515.0
,,1614305,[],CHEMBL880242,Antagonist activity against human glucagon receptor expressed in CHO cell membranes using [125I]glucagon,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(F)c(F)c1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL371259,,CHEMBL371259,7.19,0,http://www.openphacts.org/units/Nanomolar,404038,=,1,1,=,,IC50,nM,,65.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,65.0
,,1614306,[],CHEMBL856252,Inhibitory concentration against glucagon-induced cAMP accumulation in human glucagon receptor transfected CHO cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC2(CC1)CN(c1ccc(F)c(F)c1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1,,,CHEMBL1142854,Bioorg Med Chem Lett,2005,,CHEMBL371259,,CHEMBL371259,6.64,0,http://www.openphacts.org/units/Nanomolar,404038,=,1,1,=,,IC50,nM,,227.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,227.0
,,1717463,[],CHEMBL853195,Inhibition of [125I]glucagon binding to glucagon receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccc(OCCN2CCCC2)cc1)c1cccc2ccccc12,,,CHEMBL1147707,Bioorg Med Chem Lett,2006,"{'bei': '12.33', 'le': '0.22', 'lle': '-0.29', 'sei': '14.42'}",CHEMBL208053,,CHEMBL208053,4.26,0,http://www.openphacts.org/units/Nanomolar,475362,=,1,1,=,,IC50,nM,,55000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,55.0
,,1717464,[],CHEMBL853195,Inhibition of [125I]glucagon binding to glucagon receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NCCCOc2ccc(C(=O)c3cccc4ccccc34)cc2)cc1,,,CHEMBL1147707,Bioorg Med Chem Lett,2006,"{'bei': '10.83', 'le': '0.20', 'lle': '-1.50', 'sei': '9.37'}",CHEMBL379600,,CHEMBL379600,4.46,0,http://www.openphacts.org/units/Nanomolar,475371,=,1,1,=,,IC50,nM,,35000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,35.0
,,1717465,[],CHEMBL853195,Inhibition of [125I]glucagon binding to glucagon receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1ccc(OCCCN2CCCC2)cc1)c1cccc2ccccc12,,,CHEMBL1147707,Bioorg Med Chem Lett,2006,"{'bei': '13.27', 'le': '0.24', 'lle': '-0.17', 'sei': '16.15'}",CHEMBL380387,,CHEMBL380387,4.77,0,http://www.openphacts.org/units/Nanomolar,475368,=,1,1,=,,IC50,nM,,17000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,uM,UO_0000065,,17.0
,,1803165,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC(N(Cc2ccc(C(=O)NCC(=O)NO)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '9.79', 'le': '0.19', 'lle': '0.07', 'sei': '4.61'}",CHEMBL376322,,CHEMBL376322,5.53,0,http://www.openphacts.org/units/Nanomolar,621317,=,1,1,=,,IC50,nM,,2960.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,2960.0
,,1803168,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)c2csc3ccc(Cl)cc23)C(c2ccccc2)c2ccccc2)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '11.89', 'le': '0.23', 'lle': '-0.25', 'sei': '8.00'}",CHEMBL217901,,CHEMBL217901,6.94,0,http://www.openphacts.org/units/Nanomolar,621276,=,1,1,=,,IC50,nM,,116.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,116.0
,,1803170,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(CC(=O)O)NC(=O)c1ccc(CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C2CCC(C(C)(C)C)CC2)cc1,,,CHEMBL1139230,J Med Chem,2007,,CHEMBL266456,,CHEMBL266456,,0,http://www.openphacts.org/units/Nanomolar,621316,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1803171,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC(N(Cc2ccc(C(=O)NCCC(N)=O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1139230,J Med Chem,2007,,CHEMBL219743,,CHEMBL219743,,0,http://www.openphacts.org/units/Nanomolar,621315,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1803172,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC(N(Cc2ccc(C(=O)NCCCC(=O)O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1139230,J Med Chem,2007,,CHEMBL219197,,CHEMBL219197,,0,http://www.openphacts.org/units/Nanomolar,621312,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1803173,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCCNC(=O)c1ccc(CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C2CCC(C(C)(C)C)CC2)cc1,,,CHEMBL1139230,J Med Chem,2007,,CHEMBL219450,,CHEMBL219450,,0,http://www.openphacts.org/units/Nanomolar,621311,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1803174,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COC1CCC(N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1139230,J Med Chem,2007,,CHEMBL218304,,CHEMBL218304,,0,http://www.openphacts.org/units/Nanomolar,621295,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1803175,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C2CCC(C(=O)O)CC2)cc1,,,CHEMBL1139230,J Med Chem,2007,,CHEMBL385755,,CHEMBL385755,,0,http://www.openphacts.org/units/Nanomolar,621294,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1803176,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CNC(=O)C1CCC(N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1139230,J Med Chem,2007,,CHEMBL219814,,CHEMBL219814,,0,http://www.openphacts.org/units/Nanomolar,621293,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1803177,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C2CCC(C(=O)NCC3CC3)CC2)cc1,,,CHEMBL1139230,J Med Chem,2007,,CHEMBL376891,,CHEMBL376891,,0,http://www.openphacts.org/units/Nanomolar,621292,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1803178,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC(N(Cc2ccc(C(=O)NCC(=O)O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '10.50', 'le': '0.20', 'lle': '-0.27', 'sei': '5.34'}",CHEMBL219191,,CHEMBL219191,5.77,0,http://www.openphacts.org/units/Nanomolar,621314,=,1,1,=,,IC50,nM,,1700.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,1700.0
,,1803179,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)C1CCC(N(Cc2ccc(C(=O)N3CCCC(C(=O)O)C3)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '9.94', 'le': '0.19', 'lle': '-1.16', 'sei': '6.05'}",CHEMBL386030,,CHEMBL386030,6.00,0,http://www.openphacts.org/units/Nanomolar,621313,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,1803181,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)Nc2cc(Cl)cc(Cl)c2)c2ccc(C3=CCCCC3)cc2)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '13.36', 'le': '0.27', 'lle': '0.18', 'sei': '7.67'}",CHEMBL386446,,CHEMBL386446,7.57,0,http://www.openphacts.org/units/Nanomolar,621309,=,1,1,=,,IC50,nM,,27.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,27.0
,,1803182,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccc(C3CCCCC3)cc2)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '12.36', 'le': '0.23', 'lle': '0.13', 'sei': '6.68'}",CHEMBL385528,,CHEMBL385528,7.21,0,http://www.openphacts.org/units/Nanomolar,621308,=,1,1,=,,IC50,nM,,61.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,61.0
,,1803183,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCc1ccc(NC(=O)N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C2Cc3ccccc3C2)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '13.14', 'le': '0.24', 'lle': '1.31', 'sei': '6.83'}",CHEMBL219446,,CHEMBL219446,6.75,0,http://www.openphacts.org/units/Nanomolar,621307,=,1,1,=,,IC50,nM,,179.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,179.0
,,1803184,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)Nc2ccc(SC(F)(F)F)cc2)C2Cc3ccccc3C2)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '11.80', 'le': '0.23', 'lle': '0.88', 'sei': '6.67'}",CHEMBL219010,,CHEMBL219010,6.58,0,http://www.openphacts.org/units/Nanomolar,621306,=,1,1,=,,IC50,nM,,262.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,262.0
,,1803185,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)Nc2cccc([N+](=O)[O-])c2)c2ccc(C3CCCCC3)cc2)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '12.44', 'le': '0.23', 'lle': '0.69', 'sei': '4.78'}",CHEMBL219968,,CHEMBL219968,6.78,0,http://www.openphacts.org/units/Nanomolar,621305,=,1,1,=,,IC50,nM,,167.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,167.0
,,1803186,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C2CCC(=C3CC3)CC2)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '11.44', 'le': '0.22', 'lle': '0.38', 'sei': '5.78'}",CHEMBL220184,,CHEMBL220184,6.24,0,http://www.openphacts.org/units/Nanomolar,621304,=,1,1,=,,IC50,nM,,571.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,571.0
,,1803187,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCC1(CCC)CCC(N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '11.60', 'le': '0.22', 'lle': '-0.49', 'sei': '6.36'}",CHEMBL218740,,CHEMBL218740,6.86,0,http://www.openphacts.org/units/Nanomolar,621303,=,1,1,=,,IC50,nM,,137.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,137.0
,,1803188,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)c1ccc(N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '12.59', 'le': '0.24', 'lle': '0.69', 'sei': '6.50'}",CHEMBL219384,,CHEMBL219384,7.02,0,http://www.openphacts.org/units/Nanomolar,621302,=,1,1,=,,IC50,nM,,96.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,96.0
,,1803189,[],CHEMBL911099,Inhibition of human cloned glucagon receptor expressed in BHK cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CCNC(=O)c1ccc(CN(C(=O)Nc2ccc(OC(F)(F)F)cc2)C2CCC3(CC2)OCCO3)cc1,,,CHEMBL1139230,J Med Chem,2007,"{'bei': '10.46', 'le': '0.20', 'lle': '1.41', 'sei': '4.68'}",CHEMBL375000,,CHEMBL375000,5.92,0,http://www.openphacts.org/units/Nanomolar,621301,=,1,1,=,,IC50,nM,,1207.0,CHEMBL1985,Homo sapiens,Glucagon receptor,9606,,,IC50,nM,UO_0000065,,1207.0
